year_month,vulnerability_type,report_count,bounty_count,organization_count,bounty_percentage
2024-02,Misinterpretation of Input,1,0,1,0.0
2024-02,Uncontrolled Resource Consumption,1,1,1,100.0
2024-02,Unrestricted Upload of File with Dangerous Type,1,0,1,0.0
2024-02,Violation of Secure Design Principles,1,0,1,0.0
2024-03,Cross-site Scripting (XSS) - Reflected,3,0,2,0.0
2024-03,Improper Certificate Validation,3,2,2,66.67
2024-03,Information Disclosure,3,3,2,100.0
2024-03,,2,2,2,100.0
2024-03,Uncontrolled Resource Consumption,2,1,2,50.0
2024-03,Cleartext Transmission of Sensitive Information,1,1,1,100.0
2024-03,Cross-site Scripting (XSS) - DOM,1,0,1,0.0
2024-03,Improper Authentication - Generic,1,1,1,100.0
2024-03,Insecure Direct Object Reference (IDOR),1,1,1,100.0
2024-03,Insufficiently Protected Credentials,1,0,1,0.0
2024-03,Path Traversal,1,1,1,100.0
2024-03,SQL Injection,1,0,1,0.0
2024-03,Server-Side Request Forgery (SSRF),1,1,1,100.0
2024-04,Cross-site Scripting (XSS) - Reflected,2,0,1,0.0
2024-04,Uncontrolled Resource Consumption,2,2,1,100.0
2024-04,Business Logic Errors,1,0,1,0.0
2024-04,Code Injection,1,1,1,100.0
2024-04,Cryptographic Issues - Generic,1,0,1,0.0
2024-04,Deserialization of Untrusted Data,1,0,1,0.0
2024-04,Insecure Direct Object Reference (IDOR),1,0,1,0.0
2024-04,Insecure Storage of Sensitive Information,1,1,1,100.0
